Date,Week No. ,Offer Type,Country,Vendor Name,Brand Name,Device Name,Device Capacity,Price Segmnet ,Tariff Name,Tariff Type,Tariff Segment,Upfront Cost ,Stickee TMC,Corrected TMC,Device Monthly Cost ,Tariff Term,Stickee TCO,Calculated TCO,Calculated TCO TI,Total Disc.,Total Disc. TI,Effective Price ,Effective Price TI,Cash Disc. ,Phone Plan Disc. ,Rate Plan Disc. ,W.Avg TI Disc,TI (Apple),TI (Samsung),TI (Google),Total Comp Offers ,GWP,Gift Card ,Free Susbcription ,PWP,Promotional Code 
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,43,43,-,24,1062,1062,681,240,381,822,300,0,0,240,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,Essentials 25GB,Data Plan,Premium,50,77,77,-,24,1898,1898,1740,0,158,1898,1583,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1529,0,181,1710,1348,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,47,47,-,24,1158,1158,977,0,181,1158,796,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,72,72,-,24,1778,1778,1597,0,181,1778,1416,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,78,78,-,24,1922,1922,1764,0,158,1922,1607,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,77,77,-,24,1898,1898,1717,0,181,1898,1536,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,54,54,-,24,1396,1396,1238,0,158,1396,1081,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,30,74,74,-,24,1806,1806,1648,0,158,1806,1491,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills 1GB,Data Plan,Standard,110,46,46,-,24,1214,1214,1033,0,181,1214,852,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,46,46,-,24,1124,1124,966,0,158,1124,809,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,41,41,-,24,984,984,826,0,158,984,669,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials 1GB,Data Plan,Standard,90,49,49,-,24,1266,1266,1085,0,181,1266,904,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1793,0,181,1974,1612,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,55,55,-,24,1370,1370,1212,0,158,1370,1055,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,90,49,49,-,24,1266,1266,1085,0,181,1266,904,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,52,52,-,24,1298,1298,1117,0,181,1298,936,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,57,57,-,24,1418,1418,1260,0,158,1418,1103,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,73,67,-,24,1638,1638,1313,144,325,1494,988,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,65,65,-,24,1590,1590,1409,0,181,1590,1228,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,77,71,-,24,1734,1734,1409,144,325,1590,1084,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,80,33,33,-,24,872,872,491,240,381,632,110,0,0,240,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,40,51,51,-,24,1264,1264,1083,0,181,1264,902,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,60,60,-,24,1540,1540,1382,0,158,1540,1225,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,58,58,-,24,1422,1422,1264,0,158,1422,1107,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,60,55,51,-,24,1284,1284,1007,96,277,1188,730,0,0,96,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,61,61,-,24,1494,1494,1336,0,158,1494,1179,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,All Round iPhone 5GB,Data Plan,Standard,50,50,50,-,24,1250,1250,1069,0,181,1250,888,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,60,60,-,24,1540,1540,1382,0,158,1540,1225,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,49,49,-,24,1226,1226,1045,0,181,1226,864,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,81,81,-,24,1994,1994,1813,0,181,1994,1632,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,42,42,-,24,1058,1058,877,0,181,1058,696,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,93,93,-,24,2262,2262,2081,0,181,2262,1900,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,65,65,-,24,1590,1590,1432,0,158,1590,1275,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,69,69,-,24,1686,1686,1505,0,181,1686,1324,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1169,0,181,1350,988,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,36,36,-,24,884,884,503,240,381,644,122,0,0,240,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,All Round iPhone 5GB,Data Plan,Standard,80,60,60,-,24,1520,1520,1339,0,181,1520,1158,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,51,51,-,24,1344,1344,1163,0,181,1344,982,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,47,47,-,24,1178,1178,997,0,181,1178,816,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,20,55,55,-,24,1340,1340,1159,0,181,1340,978,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,52,52,-,24,1318,1318,1137,0,181,1318,956,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,Essentials 5GB,Data Plan,Standard,100,70,70,-,24,1780,1780,1622,0,158,1780,1465,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1097,0,181,1278,916,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,53,53,-,24,1302,1302,1121,0,181,1302,940,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,47,47,-,24,1158,1158,977,0,181,1158,796,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,65,65,-,24,1610,1610,1429,0,181,1610,1248,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1793,0,181,1974,1612,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,63,63,-,24,1562,1562,1381,0,181,1562,1200,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,59,59,-,24,1536,1536,1355,0,181,1536,1174,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,64,64,-,24,1586,1586,1109,336,477,1250,632,0,0,336,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,30,65,65,-,24,1590,1590,1113,336,477,1254,636,0,0,336,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,67,67,-,24,1638,1638,1161,336,477,1302,684,0,0,336,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1793,0,181,1974,1612,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,20,64,58,-,24,1412,1412,1087,144,325,1268,762,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,71,71,-,24,1734,1734,1576,0,158,1734,1419,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,20,60,60,-,24,1460,1460,1279,0,181,1460,1098,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,51,51,-,24,1344,1344,1186,0,158,1344,1029,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,46,46,-,24,1154,1154,973,0,181,1154,792,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder 25GB,Data Plan,Premium,70,67,67,-,24,1678,1678,1201,336,477,1342,724,0,0,336,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,100,51,51,-,24,1324,1324,1143,0,181,1324,962,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,68,68,-,24,1662,1662,1481,0,181,1662,1300,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,50,50,-,24,1270,1270,1089,0,181,1270,908,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,68,68,-,24,1732,1732,1551,0,181,1732,1370,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,47,47,-,24,1158,1158,1000,0,158,1158,843,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 5GB,Data Plan,Standard,70,27,27,-,24,718,718,577,0,141,718,436,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,82,82,-,24,1998,1998,1817,0,181,1998,1636,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Full Works,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1816,0,158,1974,1659,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,All Round iPhone 5GB,Data Plan,Standard,80,54,54,-,24,1376,1376,1195,0,181,1376,1014,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,70,52,52,-,24,1318,1318,1137,0,181,1318,956,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,56,56,-,24,1394,1394,1213,0,181,1394,1032,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,0,53,43,-,24,1032,1032,634,240,398,792,237,0,0,240,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,53,53,-,24,1322,1322,1141,0,181,1322,960,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,85,79,-,24,1926,1926,1601,144,325,1782,1276,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,54,54,-,24,1366,1366,1208,0,158,1366,1051,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Full Works,Data Plan,Ultra Premium,0,55,55,-,24,1320,1320,1162,0,158,1320,1005,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,59,59,-,24,1446,1446,1265,0,181,1446,1084,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,60,60,-,24,1510,1510,1352,0,158,1510,1195,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Full Works,Data Plan,Ultra Premium,0,59,59,-,24,1416,1416,1275,0,141,1416,1134,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,10,54,54,-,24,1306,1306,1165,0,141,1306,1024,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,Full Works,Data Plan,Ultra Premium,30,75,75,-,24,1830,1830,1672,0,158,1830,1515,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,10,74,74,-,24,1786,1786,1309,336,477,1450,832,0,0,336,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,61,61,-,24,1494,1494,1313,0,181,1494,1132,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Round iPhone 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1333,0,181,1514,1152,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essential 100GB,Data Plan,Ultra Premium,0,56,56,-,24,1344,1344,927,236,417,1108,510,0,0,236,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,89,89,-,24,2166,2166,2008,0,158,2166,1851,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,30,30,-,24,770,770,612,0,158,770,455,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1113,0,141,1254,972,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,43,43,-,24,1082,1082,901,0,181,1082,720,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,70,27,27,-,24,718,718,577,0,141,718,436,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,120,35,35,-,24,960,960,802,0,158,960,645,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,20,57,57,-,24,1388,1388,1207,0,181,1388,1026,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,82,76,-,24,1854,1854,1529,144,325,1710,1204,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,56,56,-,24,1414,1414,1233,0,181,1414,1052,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1097,0,181,1278,916,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1169,0,181,1350,988,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,66,62,-,24,1588,1588,1311,96,277,1492,1034,0,0,96,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essential 120GB,Data Plan,Ultra Premium,0,62,62,-,24,1488,1488,1330,0,158,1488,1173,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,89,83,-,24,2022,2022,1697,144,325,1878,1372,0,0,144,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,50,45,45,-,24,1130,1130,972,0,158,1130,815,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,57,57,-,24,1418,1418,1260,0,158,1418,1103,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,61,61,-,24,1494,1494,1313,0,181,1494,1132,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,100,45,45,-,24,1180,1180,999,0,181,1180,818,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,50,40,40,-,24,1010,1010,869,0,141,1010,728,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,49,49,-,24,1226,1226,1045,0,181,1226,864,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1505,0,181,1686,1324,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,30,51,51,-,24,1254,1254,1073,0,181,1254,892,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,86,86,-,24,2094,2094,1913,0,181,2094,1732,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,30,92,92,-,24,2238,2238,2080,0,158,2238,1923,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,49,49,-,24,1176,1176,1018,0,158,1176,861,0,0,0,158,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,59,59,-,24,1446,1446,1265,0,181,1446,1084,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,44,44,-,24,1126,1126,945,0,181,1126,764,0,0,0,181,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,30,45,45,-,24,1110,1110,969,0,141,1110,828,0,0,0,141,166,229,66,0,,,,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,72,72,-,24,1758,1758,1577,0,181,1758,1396,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,74,74,-,24,1806,1806,1625,0,181,1806,1444,0,0,0,181,166,229,66,102,,,102,,
Jun 19 2023,25,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,20,53,53,-,24,1292,1292,1015,96,277,1196,738,0,0,96,181,166,229,66,0,,,,,
